search_location,restaurant_name,item,price,restaurant_address
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,4pc Mozzarella Sticks,4.99,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Extreme Sausage® Sandwich,6.86,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,6pc Cinnamon Sugar Churro Flavor French Toast Sticks,6.24,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,6pc Classic French Toast Sticks,6.24,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,3pc Cinnamon Sugar Churro Flavor French Toast Sticks,3.13,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,3pc Classic French Toast Sticks,3.74,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Fish Sandwich,4.11,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Oreo® Cookie Mint Shake,7.49,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Jumbo Jack® Cheeseburger Combo,13.48,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Ultimate Cheeseburger™ Combo,16.10,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Double Jack® Combo,16.10,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Jumbo Jack®  Combo,12.85,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Classic Buttery Jack® Combo,14.98,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Jack's Spicy Chicken® Combo,15.85,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Crispy Chicken Strips (3) Combo,16.48,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Chicken Nuggets (8) Combo,12.98,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Crispy Chicken Strips (5) Combo,18.98,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Cluck Sandwich Combo,15.48,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Chicken Teriyaki Bowl Combo,15.49,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Grilled Chicken Sandwich Combo,16.48,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Chicken Fajita Pita Combo,15.23,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Meat Lovers Burrito Combo,12.86,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Loaded Breakfast Sandwich Combo,12.86,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Sausage Croissant Combo,11.36,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Jumbo Breakfast Platter w/ Bacon &amp; Sausage Combo,13.61,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Extreme Sausage® Sandwich Combo,11.86,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Supreme Croissant Combo,11.61,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Jumbo Breakfast Platter w/ Sausage Combo,13.24,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Ultimate Breakfast Sandwich Combo,12.61,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Breakfast Jack® Combo,9.49,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Jumbo Breakfast Platter w/ Bacon Combo,13.24,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Sausage Breakfast Jack® Combo,9.86,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Bacon Breakfast Jack® Combo,9.86,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Supreme Sourdough Combo,12.24,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Two Tacos,2.49,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Classic Crispy Jack Wrap,4.11,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Tiny Tacos,5.00,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Spicy Crispy Jack Wrap,4.11,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Onion Rings,5.99,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Jumbo Egg Roll (1),4.99,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Stuffed Jalapenos (3),5.49,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Classic Grilled Jack Wrap,4.11,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Spicy Grilled Jack Wrap,4.11,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Mini Churros (5),4.11,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Cheesecake,4.49,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Chocolate Overload™ Cake,4.36,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Vanilla Shake,7.11,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Strawberry Shake,7.11,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Chocolate Shake,7.11,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Coca-Cola®,4.61,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Dr Pepper®,4.61,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Caramel Sweet Cream Iced Coffee,4.11,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Sprite®,4.61,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Diet Coke®,4.61,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Fanta®,4.61,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Mocha Sweet Cream Iced Coffee,4.11,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Barq's® Root Beer,4.61,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Peace Tea,4.61,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Simply Orange®,4.49,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Red Bull® Energy Can,4.36,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Dasani® Bottled Water,2.86,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Berry Purple Daze Red Bull Infusion w/ Red Bull® Energy,7.49,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Minute Maid® Lemonade,4.61,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Minute Maid® Apple Juice,2.74,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Peace Tea Zero Sugar,4.61,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Vanilla Sweet Cream Iced Coffee,4.11,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large High Mountain Arabica Coffee,3.74,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Milk,3.74,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Red Bull® Energy SugarFree Can,4.36,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Coca-Cola® Zero Sugar,4.61,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Strawberry Red Daze Red Bull Infusion w/ Red Bull® Energy,7.49,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Diet Dr Pepper®,4.61,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Minute Maid® Lemonade Zero Sugar,4.61,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Strawberry Red Daze Red Bull Infusion w/ Red Bull® Sugarfree,7.49,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Berry Purple Daze Red Bull Infusion w/ Red Bull® Sugarfree,7.49,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Black Iced Coffee,3.99,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Gold Peak® Iced Tea,4.61,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Milk Tea w/ Boba,5.30,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Iced Coffee w/ Boba,5.30,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Jr. Bacon Cheeseburger,3.99,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Jr. Jumbo Jack® Cheeseburger,3.74,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Ultimate Cheeseburger™,9.24,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Bacon &amp; Swiss Buttery Jack®,8.99,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Jr. Jumbo Jack®,3.49,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Double Jack®,9.24,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Jumbo Jack®,6.24,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Classic Buttery Jack®,8.24,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Chicken Sandwich,2.99,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Chicken Teriyaki Bowl,9.36,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Cluck Sandwich,8.61,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Homestyle Ranch Chicken Club,10.49,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Crispy Chicken Strips (3),9.61,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Crispy Chicken Strips (5),12.11,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Jack's Spicy Chicken® w/ Cheese,9.61,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Chicken Fajita Pita,8.36,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Garden Salad w/ Grilled Chicken,10.24,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Southwest Salad w/ Crispy Chicken,10.36,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Grilled Chicken Sandwich,9.61,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Garden Salad w/ Crispy Chicken,10.24,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Southwest Salad w/ Grilled Chicken,10.36,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Hash brown,3.74,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Sausage Croissant,6.49,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Supreme Croissant,6.86,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Loaded Breakfast Sandwich,8.11,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Breakfast Jack®,4.61,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Sausage Breakfast Jack®,4.99,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Ultimate Breakfast Sandwich,7.74,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Jumbo Breakfast Platter Bacon &amp; Sausage,8.74,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Sourdough Breakfast Sandwich,5.49,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Mini Pancakes w/syrup,4.61,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Bacon Breakfast Jack®,4.99,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Jumbo Breakfast Platter w/ Bacon,8.36,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Jumbo Breakfast Platter w/ Sausage,8.36,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Supreme Sourdough,7.86,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,location,"1826 Webster St, Alameda, CA 94501, US","1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,6 PC. Spicy Chicken Nuggets,3.89,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Baconator® Combo,0.00,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Dave's Combo,0.00,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,French Fries,0.00,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,10 PC. Crispy Chicken Nuggets,6.33,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Jr. Bacon Cheeseburger,3.65,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,10 PC. Nuggets Combo,0.00,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Chili,0.00,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Spicy Chicken Sandwich Combo,0.00,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Grilled Chicken Wrap Combo,0.00,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Big Bacon Classic® Combo,0.00,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Classic Chicken Sandwich Combo,0.00,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Asiago Ranch Chicken Club Combo,0.00,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Ghost Pepper Ranch Chicken Sandwich Combo,0.00,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Loaded Nacho Chicken Combo,0.00,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Loaded Nacho Cheeseburger Combo,0.00,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Loaded Nacho Double Cheeseburger Combo,0.00,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Loaded Nacho Triple Cheeseburger Combo,0.00,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Pretzel Baconator® Combo,0.00,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Crispy Panko Fish Sandwich Combo,0.00,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Baconator®,10.11,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Son of Baconator®,8.41,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Double Stack™,3.65,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Bacon Double Stack,4.14,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Jr. Cheeseburger Deluxe,3.28,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Jr. Cheeseburger,2.92,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Jr. Hamburger,2.43,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Dave's Single®,7.67,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Dave's Double®,9.14,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Dave's Triple®,10.60,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Big Bacon Classic®,8.53,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Big Bacon Classic® Double,9.99,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Big Bacon Classic® Triple,11.46,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Loaded Nacho Single Cheeseburger,8.77,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Loaded Nacho Double Cheeseburger,10.24,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Loaded Nacho Triple Cheeseburger,11.70,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Pretzel Baconator®,11.33,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,6 PC. Crispy Chicken Nuggets,3.89,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Ghost Pepper Ranch Chicken Sandwich,9.38,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Grilled Chicken Wrap,8.16,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,4 PC. Spicy Chicken Nuggets,3.04,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Crispy Chicken Sandwich,2.92,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Crispy Chicken BLT,3.40,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,4 PC. Crispy Chicken Nuggets,3.16,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Classic Chicken Sandwich,8.53,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Spicy Chicken Sandwich,8.53,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Asiago Ranch Classic Chicken Club,8.77,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Crispy Panko Fish Sandwich,5.23,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Loaded Nacho Chicken,9.38,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Parmesan Caesar Salad,9.99,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Cobb Salad,9.99,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Taco Salad,9.99,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Apple Pecan Salad,9.99,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Sour Cream and Chive Baked Potato,3.53,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Bacon Cheese Baked Potato,4.87,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Baconator Fries,3.65,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Chili Cheese Fries,3.65,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Cheese Fries,3.40,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Chili &amp; Cheese Baked Potato,4.87,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Cheese Baked Potato,4.26,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Plain Baked Potato,3.16,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Apple Bites,1.21,"5211 Broadway, Oakland, CA 94618, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Wendy,Queso Fries,2.92,"5211 Broadway, Oakland, CA 94618, US"
