,menu_item,price,calories,address
291,Cheese Fries,2.69,470,"8814 Hwy 20 W, Madison, AL, 35758, US"
292,Chili,2.99/3.99,240/340,"8814 Hwy 20 W, Madison, AL, 35758, US"
293,Sour Cream and Chive Baked Potato,2.79,310,"8814 Hwy 20 W, Madison, AL, 35758, US"
294,Plain Baked Potato,2.59,270,"8814 Hwy 20 W, Madison, AL, 35758, US"
295,Bacon Cheese Baked Potato,4.19,440,"8814 Hwy 20 W, Madison, AL, 35758, US"
296,Chili & Cheese Baked Potato,4.19,500,"8814 Hwy 20 W, Madison, AL, 35758, US"
297,Cheese Baked Potato,3.69,450,"8814 Hwy 20 W, Madison, AL, 35758, US"
298,Apple Bites,1.59,35,"8814 Hwy 20 W, Madison, AL, 35758, US"
299,6 PC. Crispy Chicken Nuggets,2.49,270,"8814 Hwy 20 W, Madison, AL, 35758, US"
300,4 PC. Crispy Chicken Nuggets,1.69,180,"8814 Hwy 20 W, Madison, AL, 35758, US"
301,6 PC. Spicy Chicken Nuggets,2.49,280,"8814 Hwy 20 W, Madison, AL, 35758, US"
302,4 PC. Spicy Chicken Nuggets,1.69,190,"8814 Hwy 20 W, Madison, AL, 35758, US"
303,Pretzel Baconator®,8.69,"1,050","2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
304,Dave's Single®,5.79,590,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
305,Dave's Double®,6.79,860,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
306,Dave's Triple®,7.79,"1,160","2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
307,Baconator®,7.69,960,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
308,Son of Baconator®,5.99,630,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
309,Big Bacon Classic®,6.39,650,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
310,Big Bacon Classic® Double,7.39,910,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
311,Big Bacon Classic Triple,8.39,"1,220","2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
312,Bacon Double Stack,3.69,440,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
313,Jr. Bacon Cheeseburger,3.19,370,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
314,Jr. Cheeseburger Deluxe,2.49,340,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
315,Jr. Cheeseburger,1.99,290,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
316,Double Stack™,3.19,410,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
317,Jr. Hamburger,1.59,250,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
318,French Fries,1.79-2.99,210-470,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
319,Baconator Fries,3.69,460,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
320,Chili Cheese Fries,3.69,520,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
321,Cheese Fries,2.69,470,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
322,Chili,2.99/3.99,240/340,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
323,Sour Cream and Chive Baked Potato,2.79,310,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
324,Plain Baked Potato,2.59,270,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
325,Bacon Cheese Baked Potato,4.19,440,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
326,Chili & Cheese Baked Potato,4.19,500,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
327,Cheese Baked Potato,3.69,450,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
328,Apple Bites,1.59,35,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
329,6 PC. Crispy Chicken Nuggets,2.49,270,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
330,4 PC. Crispy Chicken Nuggets,1.69,180,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
331,6 PC. Spicy Chicken Nuggets,2.49,280,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
332,4 PC. Spicy Chicken Nuggets,1.69,190,"2800 S Memorial Pkwy, Huntsville, AL, 35801, US"
333,Pretzel Baconator®,8.99,"1,050","959 Government Blvd, Mobile, AL, 36604, US"
334,Dave's Single®,5.39,590,"959 Government Blvd, Mobile, AL, 36604, US"
335,Dave's Double®,6.69,860,"959 Government Blvd, Mobile, AL, 36604, US"
336,Dave's Triple®,7.99,"1,160","959 Government Blvd, Mobile, AL, 36604, US"
337,Baconator®,7.99,960,"959 Government Blvd, Mobile, AL, 36604, US"
338,Son of Baconator®,5.69,630,"959 Government Blvd, Mobile, AL, 36604, US"
339,Big Bacon Classic®,6.59,650,"959 Government Blvd, Mobile, AL, 36604, US"
340,Big Bacon Classic® Double,7.79,920,"959 Government Blvd, Mobile, AL, 36604, US"
341,Big Bacon Classic Triple,8.99,"1,220","959 Government Blvd, Mobile, AL, 36604, US"
342,Bacon Double Stack,4.19,440,"959 Government Blvd, Mobile, AL, 36604, US"
343,Jr. Bacon Cheeseburger,3.59,370,"959 Government Blvd, Mobile, AL, 36604, US"
344,Jr. Cheeseburger Deluxe,2.59,350,"959 Government Blvd, Mobile, AL, 36604, US"
345,Jr. Cheeseburger,2.39,290,"959 Government Blvd, Mobile, AL, 36604, US"
346,Double Stack™,3.59,410,"959 Government Blvd, Mobile, AL, 36604, US"
347,Jr. Hamburger,2.19,250,"959 Government Blvd, Mobile, AL, 36604, US"
348,French Fries,1.19-3.39,210-470,"959 Government Blvd, Mobile, AL, 36604, US"
349,Baconator Fries,3.59,460,"959 Government Blvd, Mobile, AL, 36604, US"
350,Chili Cheese Fries,3.59,520,"959 Government Blvd, Mobile, AL, 36604, US"
351,Cheese Fries,3.29,470,"959 Government Blvd, Mobile, AL, 36604, US"
352,Chili,2.79/3.59,240/340,"959 Government Blvd, Mobile, AL, 36604, US"
353,Sour Cream and Chive Baked Potato,2.69,310,"959 Government Blvd, Mobile, AL, 36604, US"
354,Plain Baked Potato,2.49,270,"959 Government Blvd, Mobile, AL, 36604, US"
355,Bacon Cheese Baked Potato,3.99,440,"959 Government Blvd, Mobile, AL, 36604, US"
356,Chili & Cheese Baked Potato,3.99,500,"959 Government Blvd, Mobile, AL, 36604, US"
357,Cheese Baked Potato,3.49,450,"959 Government Blvd, Mobile, AL, 36604, US"
358,Apple Bites,0.99,35,"959 Government Blvd, Mobile, AL, 36604, US"
359,6 PC. Crispy Chicken Nuggets,3.19,270,"959 Government Blvd, Mobile, AL, 36604, US"
360,4 PC. Crispy Chicken Nuggets,2.39,180,"959 Government Blvd, Mobile, AL, 36604, US"
361,6 PC. Spicy Chicken Nuggets,3.19,280,"959 Government Blvd, Mobile, AL, 36604, US"
362,4 PC. Spicy Chicken Nuggets,2.39,190,"959 Government Blvd, Mobile, AL, 36604, US"
363,Pretzel Baconator®,8.99,"1,050","3113 Airport Blvd., Mobile, AL, 36606, US"
364,Dave's Single®,5.39,590,"3113 Airport Blvd., Mobile, AL, 36606, US"
365,Dave's Double®,6.69,860,"3113 Airport Blvd., Mobile, AL, 36606, US"
366,Dave's Triple®,7.99,"1,160","3113 Airport Blvd., Mobile, AL, 36606, US"
367,Baconator®,7.99,960,"3113 Airport Blvd., Mobile, AL, 36606, US"
368,Son of Baconator®,5.69,630,"3113 Airport Blvd., Mobile, AL, 36606, US"
369,Big Bacon Classic®,6.59,650,"3113 Airport Blvd., Mobile, AL, 36606, US"
370,Big Bacon Classic® Double,7.79,920,"3113 Airport Blvd., Mobile, AL, 36606, US"
371,Big Bacon Classic Triple,8.99,"1,220","3113 Airport Blvd., Mobile, AL, 36606, US"
372,Bacon Double Stack,4.19,440,"3113 Airport Blvd., Mobile, AL, 36606, US"
373,Jr. Bacon Cheeseburger,3.59,370,"3113 Airport Blvd., Mobile, AL, 36606, US"
374,Jr. Cheeseburger Deluxe,2.59,350,"3113 Airport Blvd., Mobile, AL, 36606, US"
375,Jr. Cheeseburger,2.39,290,"3113 Airport Blvd., Mobile, AL, 36606, US"
376,Double Stack™,3.59,410,"3113 Airport Blvd., Mobile, AL, 36606, US"
377,Jr. Hamburger,2.19,250,"3113 Airport Blvd., Mobile, AL, 36606, US"
378,French Fries,1.19-3.39,210-470,"3113 Airport Blvd., Mobile, AL, 36606, US"
379,Baconator Fries,3.59,460,"3113 Airport Blvd., Mobile, AL, 36606, US"
380,Chili Cheese Fries,3.59,520,"3113 Airport Blvd., Mobile, AL, 36606, US"
381,Cheese Fries,3.29,470,"3113 Airport Blvd., Mobile, AL, 36606, US"
382,Chili,2.79/3.59,240/340,"3113 Airport Blvd., Mobile, AL, 36606, US"
383,Sour Cream and Chive Baked Potato,2.69,310,"3113 Airport Blvd., Mobile, AL, 36606, US"
384,Plain Baked Potato,2.49,270,"3113 Airport Blvd., Mobile, AL, 36606, US"
385,Bacon Cheese Baked Potato,3.99,440,"3113 Airport Blvd., Mobile, AL, 36606, US"
386,Chili & Cheese Baked Potato,3.99,500,"3113 Airport Blvd., Mobile, AL, 36606, US"
387,Cheese Baked Potato,3.49,450,"3113 Airport Blvd., Mobile, AL, 36606, US"
388,Apple Bites,0.99,35,"3113 Airport Blvd., Mobile, AL, 36606, US"
389,6 PC. Crispy Chicken Nuggets,3.19,270,"3113 Airport Blvd., Mobile, AL, 36606, US"
390,4 PC. Crispy Chicken Nuggets,2.39,180,"3113 Airport Blvd., Mobile, AL, 36606, US"
391,6 PC. Spicy Chicken Nuggets,3.19,280,"3113 Airport Blvd., Mobile, AL, 36606, US"
392,4 PC. Spicy Chicken Nuggets,2.39,190,"3113 Airport Blvd., Mobile, AL, 36606, US"
393,Pretzel Baconator®,8.99,"1,050","3464 Springhill Ave, Mobile, AL, 36608, US"
394,Dave's Single®,5.39,590,"3464 Springhill Ave, Mobile, AL, 36608, US"
395,Dave's Double®,6.69,860,"3464 Springhill Ave, Mobile, AL, 36608, US"
396,Dave's Triple®,7.99,"1,160","3464 Springhill Ave, Mobile, AL, 36608, US"
397,Baconator®,7.99,960,"3464 Springhill Ave, Mobile, AL, 36608, US"
398,Son of Baconator®,5.69,630,"3464 Springhill Ave, Mobile, AL, 36608, US"
399,Big Bacon Classic®,6.59,650,"3464 Springhill Ave, Mobile, AL, 36608, US"
400,Big Bacon Classic® Double,7.79,920,"3464 Springhill Ave, Mobile, AL, 36608, US"
401,Big Bacon Classic Triple,8.99,"1,220","3464 Springhill Ave, Mobile, AL, 36608, US"
402,Bacon Double Stack,4.19,440,"3464 Springhill Ave, Mobile, AL, 36608, US"
403,Jr. Bacon Cheeseburger,3.59,370,"3464 Springhill Ave, Mobile, AL, 36608, US"
404,Jr. Cheeseburger Deluxe,2.59,350,"3464 Springhill Ave, Mobile, AL, 36608, US"
405,Jr. Cheeseburger,2.39,290,"3464 Springhill Ave, Mobile, AL, 36608, US"
406,Double Stack™,3.59,410,"3464 Springhill Ave, Mobile, AL, 36608, US"
407,Jr. Hamburger,2.19,250,"3464 Springhill Ave, Mobile, AL, 36608, US"
408,French Fries,1.19-3.39,210-470,"3464 Springhill Ave, Mobile, AL, 36608, US"
409,Baconator Fries,3.59,460,"3464 Springhill Ave, Mobile, AL, 36608, US"
410,Chili Cheese Fries,3.59,520,"3464 Springhill Ave, Mobile, AL, 36608, US"
411,Cheese Fries,3.29,470,"3464 Springhill Ave, Mobile, AL, 36608, US"
412,Family Chili,10.49,"1,100","3464 Springhill Ave, Mobile, AL, 36608, US"
413,Chili,2.79/3.59,240/340,"3464 Springhill Ave, Mobile, AL, 36608, US"
414,Sour Cream and Chive Baked Potato,2.69,310,"3464 Springhill Ave, Mobile, AL, 36608, US"
415,Plain Baked Potato,2.49,270,"3464 Springhill Ave, Mobile, AL, 36608, US"
416,Bacon Cheese Baked Potato,3.99,440,"3464 Springhill Ave, Mobile, AL, 36608, US"
417,Chili & Cheese Baked Potato,3.99,500,"3464 Springhill Ave, Mobile, AL, 36608, US"
418,Cheese Baked Potato,3.49,450,"3464 Springhill Ave, Mobile, AL, 36608, US"
419,Apple Bites,0.99,35,"3464 Springhill Ave, Mobile, AL, 36608, US"
420,6 PC. Crispy Chicken Nuggets,3.19,270,"3464 Springhill Ave, Mobile, AL, 36608, US"
421,4 PC. Crispy Chicken Nuggets,2.39,180,"3464 Springhill Ave, Mobile, AL, 36608, US"
422,6 PC. Spicy Chicken Nuggets,3.19,280,"3464 Springhill Ave, Mobile, AL, 36608, US"
423,4 PC. Spicy Chicken Nuggets,2.39,190,"3464 Springhill Ave, Mobile, AL, 36608, US"
424,Pretzel Baconator®,9.09,"1,050","615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
425,Dave's Single®,5.69,590,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
426,Dave's Double®,6.99,860,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
427,Dave's Triple®,8.29,"1,160","615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
428,Baconator®,8.09,960,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
429,Son of Baconator®,6.09,630,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
430,Big Bacon Classic®,6.59,650,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
431,Big Bacon Classic® Double,7.89,920,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
432,Big Bacon Classic Triple,9.19,"1,220","615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
433,Bacon Double Stack,4.09,440,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
434,Jr. Bacon Cheeseburger,3.59,370,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
435,Jr. Cheeseburger Deluxe,2.79,350,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
436,Jr. Cheeseburger,2.39,290,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
437,Double Stack™,3.59,410,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
438,Jr. Hamburger,1.99,250,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
439,French Fries,1.69-3.49,210-470,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
440,Baconator Fries,3.99,460,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
441,Chili Cheese Fries,3.99,520,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
442,Cheese Fries,3.69,470,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
443,Family Chili,11.99,"1,100","615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
444,Chili,2.99/3.99,240/340,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
445,Sour Cream and Chive Baked Potato,3.09,310,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
446,Plain Baked Potato,2.89,270,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
447,Bacon Cheese Baked Potato,4.39,440,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
448,Chili & Cheese Baked Potato,4.39,500,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
449,Cheese Baked Potato,3.69,450,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
450,Apple Bites,1.99,35,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
451,6 PC. Crispy Chicken Nuggets,2.89,270,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
452,4 PC. Crispy Chicken Nuggets,1.99,180,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
453,6 PC. Spicy Chicken Nuggets,2.89,280,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
454,4 PC. Spicy Chicken Nuggets,1.99,190,"615 Martin Luther King Jr. Blvd, Savannah, GA, 31401, US"
455,Pretzel Baconator®,8.99,"1,050","427 MORELAND S.E., ATLANTA, GA, 30316, US"
456,Dave's Single®,5.69,590,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
457,Dave's Double®,6.89,860,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
458,Dave's Triple®,8.09,"1,160","427 MORELAND S.E., ATLANTA, GA, 30316, US"
459,Baconator®,7.99,960,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
460,Son of Baconator®,6.19,630,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
461,Big Bacon Classic®,6.59,650,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
462,Big Bacon Classic® Double,7.79,910,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
463,Big Bacon Classic Triple,8.99,"1,220","427 MORELAND S.E., ATLANTA, GA, 30316, US"
464,Bacon Double Stack,4.09,440,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
465,Jr. Bacon Cheeseburger,3.59,370,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
466,Jr. Cheeseburger Deluxe,2.79,340,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
467,Jr. Cheeseburger,2.39,290,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
468,Double Stack™,3.59,410,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
469,Jr. Hamburger,1.99,250,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
470,French Fries,1.69-3.49,210-470,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
471,Baconator Fries,4.19,460,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
472,Cheese Fries,3.99,470,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
473,Chili,2.99/3.99,240/340,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
474,Sour Cream and Chive Baked Potato,3.09,310,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
475,Plain Baked Potato,2.89,270,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
476,Bacon Cheese Baked Potato,4.49,440,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
477,Cheese Baked Potato,4.09,450,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
478,Apple Bites,0.99,35,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
479,6 PC. Crispy Chicken Nuggets,2.89,270,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
480,4 PC. Crispy Chicken Nuggets,1.99,180,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
481,6 PC. Spicy Chicken Nuggets,2.89,280,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
482,4 PC. Spicy Chicken Nuggets,1.99,190,"427 MORELAND S.E., ATLANTA, GA, 30316, US"
483,Pretzel Baconator®,8.99,"1,050","1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
484,Dave's Single®,5.69,590,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
485,Dave's Double®,6.89,860,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
486,Dave's Triple®,8.09,"1,160","1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
487,Baconator®,7.99,960,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
488,Son of Baconator®,6.19,630,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
489,Big Bacon Classic®,6.59,650,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
490,Big Bacon Classic® Double,7.79,910,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
491,Big Bacon Classic Triple,8.99,"1,220","1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
492,Bacon Double Stack,4.09,440,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
493,Jr. Bacon Cheeseburger,3.59,370,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
494,Jr. Cheeseburger Deluxe,2.79,340,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
495,Jr. Cheeseburger,2.39,290,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
496,Double Stack™,3.59,410,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
497,Jr. Hamburger,1.99,250,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
498,French Fries,1.69-3.49,210-470,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
499,Baconator Fries,4.19,460,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
500,Cheese Fries,3.99,470,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
501,Chili,2.99/3.99,240/340,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
502,Sour Cream and Chive Baked Potato,3.09,310,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
503,Plain Baked Potato,2.89,270,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
504,Bacon Cheese Baked Potato,4.49,440,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
505,Cheese Baked Potato,4.09,450,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
506,Apple Bites,0.99,35,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
507,6 PC. Crispy Chicken Nuggets,2.89,270,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
508,4 PC. Crispy Chicken Nuggets,1.99,180,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
509,6 PC. Spicy Chicken Nuggets,2.89,280,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
510,4 PC. Spicy Chicken Nuggets,1.99,190,"1025 RALPH DAVID ABERNATHY RD, ATLANTA, GA, 30310, US"
511,Pretzel Baconator®,9.09,"1,050","2570 Candler Road, Decatur, GA, 30032, US"
512,Dave's Single®,5.69,590,"2570 Candler Road, Decatur, GA, 30032, US"
513,Dave's Double®,6.99,860,"2570 Candler Road, Decatur, GA, 30032, US"
514,Dave's Triple®,8.29,"1,160","2570 Candler Road, Decatur, GA, 30032, US"
515,Baconator®,8.09,960,"2570 Candler Road, Decatur, GA, 30032, US"
516,Son of Baconator®,6.09,630,"2570 Candler Road, Decatur, GA, 30032, US"
517,Big Bacon Classic®,6.59,650,"2570 Candler Road, Decatur, GA, 30032, US"
518,Big Bacon Classic® Double,7.89,910,"2570 Candler Road, Decatur, GA, 30032, US"
519,Big Bacon Classic Triple,9.19,"1,220","2570 Candler Road, Decatur, GA, 30032, US"
520,Bacon Double Stack,4.09,440,"2570 Candler Road, Decatur, GA, 30032, US"
521,Jr. Bacon Cheeseburger,3.59,370,"2570 Candler Road, Decatur, GA, 30032, US"
522,Jr. Cheeseburger Deluxe,2.79,340,"2570 Candler Road, Decatur, GA, 30032, US"
523,Jr. Cheeseburger,2.39,290,"2570 Candler Road, Decatur, GA, 30032, US"
524,Double Stack™,3.59,410,"2570 Candler Road, Decatur, GA, 30032, US"
525,Jr. Hamburger,1.99,250,"2570 Candler Road, Decatur, GA, 30032, US"
526,French Fries,1.69-3.49,210-470,"2570 Candler Road, Decatur, GA, 30032, US"
527,Baconator Fries,3.99,460,"2570 Candler Road, Decatur, GA, 30032, US"
528,Chili Cheese Fries,3.99,520,"2570 Candler Road, Decatur, GA, 30032, US"
529,Cheese Fries,3.69,470,"2570 Candler Road, Decatur, GA, 30032, US"
530,Family Chili,11.99,"1,100","2570 Candler Road, Decatur, GA, 30032, US"
531,Chili,2.99/3.99,240/340,"2570 Candler Road, Decatur, GA, 30032, US"
532,Sour Cream and Chive Baked Potato,3.09,310,"2570 Candler Road, Decatur, GA, 30032, US"
533,Plain Baked Potato,2.89,270,"2570 Candler Road, Decatur, GA, 30032, US"
534,Bacon Cheese Baked Potato,4.39,440,"2570 Candler Road, Decatur, GA, 30032, US"
535,Chili & Cheese Baked Potato,4.39,500,"2570 Candler Road, Decatur, GA, 30032, US"
536,Cheese Baked Potato,3.69,450,"2570 Candler Road, Decatur, GA, 30032, US"
537,Apple Bites,1.99,35,"2570 Candler Road, Decatur, GA, 30032, US"
538,6 PC. Crispy Chicken Nuggets,2.89,270,"2570 Candler Road, Decatur, GA, 30032, US"
539,4 PC. Crispy Chicken Nuggets,1.99,180,"2570 Candler Road, Decatur, GA, 30032, US"
540,6 PC. Spicy Chicken Nuggets,2.89,280,"2570 Candler Road, Decatur, GA, 30032, US"
541,4 PC. Spicy Chicken Nuggets,1.99,190,"2570 Candler Road, Decatur, GA, 30032, US"
542,Pretzel Baconator®,9.09,"1,050","3015 Panola Road, Lithonia, GA, 30038, US"
543,Dave's Single®,5.69,590,"3015 Panola Road, Lithonia, GA, 30038, US"
544,Dave's Double®,6.99,860,"3015 Panola Road, Lithonia, GA, 30038, US"
545,Dave's Triple®,8.29,"1,160","3015 Panola Road, Lithonia, GA, 30038, US"
546,Baconator®,8.09,960,"3015 Panola Road, Lithonia, GA, 30038, US"
547,Son of Baconator®,6.09,630,"3015 Panola Road, Lithonia, GA, 30038, US"
548,Big Bacon Classic®,6.59,650,"3015 Panola Road, Lithonia, GA, 30038, US"
549,Big Bacon Classic® Double,7.89,910,"3015 Panola Road, Lithonia, GA, 30038, US"
550,Big Bacon Classic Triple,9.19,"1,220","3015 Panola Road, Lithonia, GA, 30038, US"
551,Bacon Double Stack,4.09,440,"3015 Panola Road, Lithonia, GA, 30038, US"
552,Jr. Bacon Cheeseburger,3.59,370,"3015 Panola Road, Lithonia, GA, 30038, US"
553,Jr. Cheeseburger Deluxe,2.79,340,"3015 Panola Road, Lithonia, GA, 30038, US"
